date,open,high,low,close,5MA_value,25MA_value,75MA_value,VWAP,volume,5MA_volume,25MA_volume,ReturnViRatio
2022-09-21,1932.97,1934.68,1920.8,1920.8,1940.9,1959.44,1926.99,           ,1115131500,1164331660,1086385124,-0.32231533886165514
2022-09-22,1904.17,1918.75,1903.14,1916.12,1934.63,1955.81,1926.68,           ,1201338200,1156876040,1087333132,-0.34394889725348393
2022-09-26,1892.16,1892.16,1863.93,1864.28,1917.4,1950.76,1925.58,           ,1582092000,1286240300,1109558600,-0.6204897834596177
2022-09-27,1872.71,1883.3,1870.89,1873.01,1904.29,1945.9,1924.29,           ,1195466200,1233628860,1114613528,-0.5437529909971323
2022-09-28,1861.52,1866.44,1836.89,1855.15,1885.87,1940.4,1922.77,           ,1601513200,1339108220,1140076804,-0.6360121570085779
2022-09-29,1856.08,1872.44,1853.17,1868.8,1875.47,1936.3,1921.78,           ,1443168200,1404715560,1157228376,-0.5697011431967154
2022-09-30,1857.77,1861.1,1830.55,1835.94,1859.43,1931.05,1920.91,           ,1558039300,1476055780,1177104744,-0.7358939438127642
2022-10-03,1827.32,1848.04,1815.3,1847.58,1856.09,1925.89,1920.5,           ,1308055200,1421248420,1190952360,-0.6699173802622419
2022-10-04,1876.99,1907.36,1876.26,1906.89,1862.87,1922.98,1921.18,           ,1417941500,1465743480,1211408828,-0.3750939659760594
2022-10-05,1922.22,1924.53,1909.35,1912.92,1874.42,1921.73,1921.78,           ,1220534100,1389547660,1215320844,-0.32413614006631253
2022-10-06,1914.12,1930.47,1914.12,1922.47,1885.16,1919.89,1922.93,           ,1175458300,1336005680,1220273064,-0.28105446687275976
2022-10-07,1898.37,1913.59,1896.41,1906.8,1899.33,1917.64,1924.1,           ,1146250700,1253647960,1211029360,-0.3569132502953957
2022-10-11,1887.69,1888.6,1867.53,1871.24,1904.06,1915.07,1924.31,           ,1338858000,1259808520,1218808380,-0.5278909622008758
2022-10-12,1867.27,1876.01,1865.64,1869.0,1896.48,1912.62,1924.52,           ,1189855500,1214191320,1223339284,-0.5335368538422096
2022-10-13,1866.09,1866.83,1854.61,1854.61,1884.82,1909.66,1924.56,           ,1076304000,1185345300,1232270512,-0.605420487578024
2022-10-14,1882.05,1906.07,1880.62,1898.19,1879.96,1908.52,1924.98,           ,1357975800,1221848800,1250803756,-0.4000092393707675
2022-10-17,1881.23,1884.43,1875.24,1879.56,1874.52,1907.08,1924.88,           ,1086271000,1209852860,1247532252,-0.4781256391960377
2022-10-18,1902.0,1905.34,1889.59,1901.44,1880.56,1904.83,1924.8,           ,1154565300,1172994320,1243496712,-0.37696472736785114
2022-10-19,1901.42,1910.91,1901.42,1905.06,1887.77,1902.41,1924.95,           ,1018838700,1138790960,1233248892,-0.35961421132094257
2022-10-20,1890.05,1899.25,1886.96,1895.41,1895.93,1899.02,1925.28,           ,1093160400,1142162240,1238238824,-0.40693432624189096
2022-10-21,1889.21,1891.49,1881.98,1881.98,1892.69,1894.83,1925.77,           ,1061228300,1082812740,1241942888,-0.4723819257191273
2022-10-24,1902.58,1904.35,1886.97,1887.19,1894.21,1892.42,1926.0,           ,1065585400,1078675620,1235021652,-0.4495315372755827
2022-10-25,1898.13,1912.61,1895.71,1907.14,1895.35,1890.69,1926.38,           ,1072619000,1062286360,1240515584,-0.35659026404426364
2022-10-26,1916.61,1925.7,1916.38,1918.21,1897.98,1889.88,1927.21,           ,1083280800,1075174780,1225505880,-0.3037653880654573
2022-10-27,1916.86,1916.86,1905.48,1905.56,1900.01,1888.21,1927.52,           ,1111034900,1078749680,1226982620,-0.3652814924495389
2022-10-28,1894.93,1908.58,1892.33,1899.05,1903.43,1887.34,1927.67,           ,2489013400,1364306700,1281937896,-0.39784770991894347
2022-10-31,1916.08,1929.43,1915.62,1929.43,1911.87,1887.87,1927.87,           ,1266226800,1404434980,1284533440,-0.25324833618274084
2022-11-01,1934.45,1938.98,1930.3,1938.5,1918.15,1890.84,1928.6,           ,1269598600,1443830900,1272033704,-0.20824933219693018
2022-11-02,1933.42,1944.95,1933.42,1940.46,1922.6,1893.54,1929.29,           ,1464116700,1519998080,1282779724,-0.19959950028360302
2022-11-04,1925.04,1926.98,1907.61,1915.4,1924.56,1895.95,1929.59,           ,1676415300,1633074160,1285775808,-0.3216032253980205
2022-11-07,1929.57,1938.28,1927.27,1934.09,1931.57,1898.56,1930.14,           ,1263734800,1388018440,1278598472,-0.2309700425660349
2022-11-08,1945.0,1961.74,1944.93,1957.56,1937.2,1903.42,1930.87,           ,1375737700,1409920620,1271306408,-0.11779351484624412
2022-11-09,1957.48,1959.14,1946.22,1949.49,1939.4,1907.5,1930.92,           ,1315324500,1419065800,1271597180,-0.15655605982240378
2022-11-10,1934.55,1939.1,1930.66,1936.66,1938.64,1908.69,1930.73,           ,1303205900,1386883640,1267007756,-0.21924785284258805
2022-11-11,1963.65,1980.01,1961.75,1977.76,1951.11,1911.29,1931.02,           ,1784609500,1408522480,1289570772,-0.02038554438404091
2022-11-14,1974.87,1975.86,1956.9,1956.9,1955.67,1912.66,1931.2,           ,1503932900,1456562100,1302709756,-0.12022891864019436
2022-11-15,1958.22,1966.49,1957.44,1964.22,1957.0,1914.96,1931.48,           ,1258666600,1433147880,1307206392,-0.08514578212275853
2022-11-16,1964.48,1966.78,1948.89,1963.29,1959.76,1918.64,1931.72,           ,1266661800,1423415340,1304318544,-0.08992838053307568
2022-11-17,1962.79,1972.75,1962.79,1966.28,1965.69,1922.53,1931.95,           ,1110675100,1384909180,1301151328,-0.07582881928114063
2022-11-18,1971.79,1976.33,1966.06,1967.03,1963.54,1927.03,1932.31,           ,1169332700,1261853820,1304872476,-0.07247996647693213
2022-11-21,1972.49,1975.14,1965.64,1972.57,1966.67,1930.0,1932.47,           ,1005494500,1162166140,1290773224,-0.04576184866631431
2022-11-22,1983.1,1998.61,1982.72,1994.75,1972.78,1934.61,1933.4,           ,1244357800,1159304380,1297096696,0.06255233043890006
2022-11-24,2014.11,2023.39,2013.68,2018.8,1983.88,1939.31,1934.57,           ,1354815100,1176935040,1305106688,0.180106137239934
2022-11-25,2019.5,2020.94,2013.78,2018.0,1994.23,1943.82,1935.73,           ,1047127000,1164225420,1306238220,0.17604793730925603
2022-11-28,2018.61,2019.79,1997.82,2004.31,2001.68,1948.18,1936.49,           ,1176664700,1165691820,1309578392,0.1095727771872941
