date,open,high,low,close,5MA_value,25MA_value,75MA_value,VWAP,volume,5MA_volume,25MA_volume,ReturnViRatio
2022-09-07,11559.37,11819.07,11555.08,11791.9,11713.79,12446.03,11862.14,           ,899202616,971407889.2,946320361.4,-0.8737282935615307
2022-09-08,11679.85,11896.73,11660.53,11862.12,11722.98,12413.79,11868.9,           ,876699511,913567526.8,937059478.0,-0.7841714797691421
2022-09-09,11958.6,12132.67,11958.6,12112.3,11788.41,12389.46,11876.6,           ,882776389,894973006.4,930111835.92,-0.6288527510454565
2022-09-12,12174.94,12270.18,12169.28,12266.41,11915.52,12373.81,11889.96,           ,847015828,890483179.6,924253509.04,-0.5156850236392657
2022-09-13,11908.8,11957.96,11604.42,11633.57,11933.26,12333.38,11892.61,           ,1104787073,922096283.4,928166807.52,-0.9039889156904565
2022-09-14,11680.4,11746.83,11602.76,11719.67,11918.81,12302.41,11892.33,           ,1047786756,951813111.4,929063714.92,-0.776583427930549
2022-09-15,11633.23,11760.72,11497.11,11552.35,11856.86,12250.31,11884.61,           ,1028797724,982232754.0,927922706.52,-0.8758580640280886
2022-09-16,11401.2,11460.42,11316.92,11448.4,11724.08,12197.05,11876.17,           ,3048204337,1415318343.6,1006480339.4,-0.9428887848543942
2022-09-19,11338.56,11538.13,11337.83,11535.02,11577.8,12136.56,11870.05,           ,933681883,1432651554.6,1006296247.12,-0.9031649688460998
2022-09-20,11440.14,11520.98,11343.71,11425.05,11536.09,12068.44,11858.15,           ,862599157,1384213971.4,1006236639.04,-0.9710153909418708
2022-09-21,11466.21,11613.57,11218.99,11220.19,11436.2,11993.15,11847.59,           ,911293906,1356915401.4,1004413150.28,-1.1001140188234597
2022-09-22,11167.38,11203.76,11024.64,11066.8,11339.09,11918.3,11834.33,           ,935727210,1338301298.6,1002557563.72,-1.1952463942185536
2022-09-23,10952.69,10958.29,10732.71,10867.92,11222.99,11834.4,11816.9,           ,1005845033,929829437.8,1008027415.88,-1.3218536409567851
2022-09-26,10833.38,11024.0,10789.04,10802.92,11076.57,11758.31,11799.78,           ,950611982,933215457.6,1005976223.72,-1.3665558093496386
2022-09-27,10955.28,11040.98,10741.02,10829.5,10957.46,11696.23,11787.45,           ,904167724,941529171.0,1007770149.88,-1.3626444401859559
2022-09-28,10817.52,11101.49,10776.34,11051.63,10923.75,11643.04,11783.61,           ,954216571,950113704.0,1015334427.8,-1.2367027958528476
2022-09-29,10894.43,10899.46,10623.22,10737.5,10857.89,11575.28,11782.65,           ,974178855,957804033.0,1023423374.64,-1.4074365561300934
2022-09-30,10697.7,10883.04,10572.33,10575.61,10799.43,11492.73,11779.28,           ,1095786048,975792236.0,1035272250.68,-1.4928011736886988
2022-10-03,10659.01,10875.46,10577.88,10815.43,10801.93,11439.68,11775.5,           ,944632685,974596376.6,1034583680.52,-1.3585971756258082
2022-10-04,11054.71,11189.95,11044.04,11176.4,10871.31,11406.03,11782.57,           ,1025798623,998922556.4,1043617000.08,-1.12810828489741
2022-10-05,11022.67,11210.32,10910.75,11148.63,10890.71,11376.65,11787.24,           ,831460485,974371339.2,1040924289.04,-1.1139221705057518
2022-10-06,11129.04,11230.44,11051.27,11073.31,10957.87,11346.94,11787.29,           ,876741109,954883790.0,1029357880.48,-1.1649327942428123
2022-10-07,10877.28,10891.92,10608.51,10652.4,10973.23,11301.63,11781.95,           ,1026942025,941114985.4,1031405601.84,-1.4160749558920787
2022-10-10,10659.94,10669.93,10449.03,10542.1,10918.56,11258.08,11772.75,           ,813396644,914867777.2,1029162869.12,-1.454230505395009
2022-10-11,10484.37,10608.84,10351.98,10426.19,10768.52,11213.33,11757.0,           ,991362119,907980476.4,1030948491.72,-1.5292278112517013
2022-10-12,10436.99,10494.53,10372.2,10417.09,10622.21,11158.34,11742.23,           ,824575176,906603414.6,1027963394.12,-1.5432618050594273
2022-10-13,10131.81,10697.7,10088.82,10649.15,10537.38,11109.82,11735.13,           ,1050527027,941360598.2,1034916494.76,-1.4179835749086884
2022-10-14,10742.81,10766.68,10308.81,10321.38,10471.18,11038.18,11723.71,           ,918819993,919736191.8,1036358238.92,-1.5938383802825073
2022-10-17,10575.64,10696.59,10569.69,10675.8,10497.92,10974.56,11719.01,           ,945904837,946237830.4,1040313799.28,-1.3815628864319505
2022-10-18,10963.98,10972.97,10670.11,10772.4,10567.16,10940.11,11714.27,           ,931100238,934185454.2,1033366325.88,-1.3002221535270688
2022-10-19,10689.31,10808.03,10592.87,10680.5,10619.84,10898.54,11705.71,           ,922810636,953832546.2,1028367281.08,-1.3551192874101858
2022-10-20,10657.41,10837.29,10574.55,10614.84,10612.98,10861.04,11695.75,           ,867365540,917200248.8,1021909993.72,-1.3991350809977308
2022-10-21,10576.03,10875.72,10542.43,10859.71,10720.65,10837.49,11685.6,           ,1024047200,938245690.2,940943708.24,-1.268156843276156
2022-10-24,10867.06,10983.52,10713.32,10952.61,10776.01,10814.2,11676.5,           ,922883717,933641466.2,940511781.6,-1.2081700203366796
2022-10-25,10996.96,11210.37,10996.96,11199.11,10861.35,10805.16,11674.18,           ,993959091,946213236.8,945766178.96,-1.0726990816966142
2022-10-26,10969.01,11205.83,10948.37,10970.99,10919.45,10795.19,11670.27,           ,1007983318,963247773.2,949633755.44,-1.195580638655112
2022-10-27,10971.95,10998.72,10780.5,10792.67,10955.01,10784.23,11664.2,           ,976146263,985003917.8,951250517.56,-1.296427534651304
2022-10-28,10766.2,11117.03,10766.2,11102.45,11003.56,10793.61,11662.22,           ,978489185,975892314.8,950156283.64,-1.1253983097482776
2022-10-31,11028.43,11047.94,10914.0,10988.14,11010.67,10801.02,11656.03,           ,1085576729,1008430917.2,955554873.52,-1.1788934527694692
2022-11-01,11154.73,11156.35,10881.18,10890.84,10949.01,10803.47,11649.77,           ,904396782,990518455.4,955564035.84,-1.2380688088413565
2022-11-02,10885.0,10993.23,10522.9,10524.79,10859.77,10782.4,11633.93,           ,1103514654,1009624722.6,961535959.16,-1.449006884996627
2022-11-03,10399.45,10486.01,10319.53,10342.94,10769.83,10766.61,11613.2,           ,1007759355,1015947341.0,962879179.16,-1.539363301338156
2022-11-04,10548.14,10553.63,10262.92,10475.25,10644.39,10762.6,11592.07,           ,1090403510,1038330206.0,962663877.64,-1.468710204777394
2022-11-07,10516.93,10587.95,10428.9,10564.52,10559.66,10752.56,11575.14,           ,931110975,1007437055.2,962123009.24,-1.4200070202469353
2022-11-08,10611.53,10745.64,10472.72,10616.2,10504.74,10730.16,11559.59,           ,995505909,1025658880.6,960911300.68,-1.3944571882958865
2022-11-09,10528.45,10564.97,10344.01,10353.17,10470.41,10698.34,11543.47,           ,1038452230,1012646395.8,969190970.48,-1.5471042176342067
2022-11-10,10869.16,11119.11,10779.95,11114.14,10624.65,10699.97,11531.22,           ,1396568793,1090408283.4,989984077.84,-1.1172805625442748
2022-11-11,11124.74,11352.42,11069.82,11323.33,10794.27,10726.81,11520.03,           ,1214040005,1115135582.4,997467997.04,-0.94650712557492
2022-11-14,11233.9,11350.12,11167.16,11196.22,10920.61,10752.97,11504.11,           ,984425457,1125798478.8,1004309149.56,-1.0139096519535178
2022-11-15,11474.82,11492.61,11241.15,11358.41,11069.05,10790.26,11490.63,           ,1039439726,1134585242.2,1006232253.84,-0.930616217930808
2022-11-16,11260.09,11286.1,11162.92,11183.65,11235.15,10820.92,11475.1,           ,888723272,1104639450.6,1008798177.68,-1.0251788665152202
2022-11-17,11008.67,11198.83,11006.21,11144.95,11241.31,10840.76,11454.79,           ,838365620,992998816.0,1000311721.4,-1.0481699376952902
2022-11-18,11257.0,11259.44,11059.15,11146.06,11205.85,10873.74,11433.79,           ,846903822,919571579.4,997435074.56,-1.0515107549665321
2022-11-21,11091.0,11128.78,10999.74,11024.51,11171.51,10887.69,11412.02,           ,766041044,875894696.8,990240522.84,-1.12091817803272
2022-11-22,11058.55,11179.87,10975.66,11174.4,11134.71,10903.77,11392.42,           ,760145824,820035916.4,983402346.28,-1.043173785625358
2022-11-23,11174.61,11310.82,11174.61,11285.31,11155.04,10927.96,11376.3,           ,695832762,781457814.4,974323231.32,-0.9844446538073547
2022-11-25,11231.0,11261.57,11206.38,11226.35,11171.32,10952.42,11354.59,           ,377169139,689218518.2,954715375.28,-1.0186542606559985
2022-11-28,11147.56,11217.74,11020.69,11049.49,11152.01,10960.02,11331.52,           ,813500342,682537822.2,946293500.96,-1.118485034675263
